53.70	 42.30	 11.50
54.40	 41.50	 12.10
52.90	 41.40	 13.00
53.10	 42.40	 13.20
52.80	 41.80	 13.30
53.40	 42.00	 14.80
52.30	 41.70	 15.00
51.90	 41.10	 15.60
52.00	 42.60	 16.00
52.50	 42.10	 16.60
52.30	 40.90	 16.50
52.50	 41.70	 17.80
51.70	 41.50	 18.30
52.20	 40.90	 18.60
52.20	 42.00	 19.20
50.70	 41.50	 18.60
50.70	 40.90	 18.40
50.50	 40.60	 19.90
51.60	 41.10	 19.20
50.20	 41.70	 20.20
51.00	 40.20	 21.30
50.50	 41.10	 21.90
50.80	 40.80	 21.40
50.20	 40.00	 22.50
49.90	 40.20	 21.70
50.70	 40.50	 22.50
49.60	 40.50	 21.60
50.10	 40.30	 22.20
49.90	 40.90	 22.30
49.00	 40.20	 23.80
49.50	 40.50	 22.60
48.90	 38.80	 23.70
49.60	 40.30	 23.80
49.60	 40.20	 23.80
49.30	 40.20	 24.10
48.10	 39.90	 24.00
48.00	 39.60	 24.10
48.40	 40.20	 24.70
47.80	 39.90	 25.20
48.40	 39.90	 25.00
46.50	 40.00	 25.00
47.50	 40.50	 24.90
46.90	 39.60	 24.30
46.90	 39.70	 25.00
47.10	 40.00	 24.60
46.90	 39.40	 24.10
46.00	 40.50	 25.20
47.80	 40.00	 24.90
47.10	 39.70	 26.10
46.60	 39.90	 26.10
46.20	 39.40	 25.60
45.00	 39.70	 26.50
45.70	 39.60	 25.90
45.60	 40.50	 25.20
45.40	 39.40	 25.00
44.50	 39.70	 25.00
45.70	 40.20	 24.90
44.80	 40.30	 25.20
45.00	 40.50	 25.20
44.70	 40.00	 24.70
44.10	 40.20	 25.80
43.90	 40.30	 25.00
44.10	 40.60	 24.60
43.60	 40.80	 25.30
43.80	 39.40	 25.00
43.20	 41.70	 24.70
43.50	 41.20	 25.00
43.50	 41.10	 24.00
43.00	 41.80	 23.80
42.40	 40.80	 23.40
42.30	 41.70	 23.10
42.30	 41.20	 23.40
42.70	 42.00	 23.40
41.80	 41.20	 22.30
41.70	 41.80	 22.80
41.20	 42.00	 22.00
41.80	 43.20	 21.60
40.80	 43.00	 20.70
40.60	 43.20	 20.20
40.90	 44.10	 19.60
40.80	 43.60	 18.60
40.00	 43.50	 18.60
41.20	 43.00	 18.70
41.20	 43.90	 17.20
41.40	 44.20	 15.90
41.80	 44.70	 15.00
42.10	 44.80	 15.40
41.20	 45.00	 14.40
42.60	 44.50	 13.90
43.20	 45.30	 13.50
42.10	 45.70	 13.50
42.60	 45.00	 11.70
42.70	 45.30	 12.60
43.50	 44.80	 11.20
42.70	 45.40	 11.10
42.10	 45.90	 10.90
42.30	 45.90	 10.20
43.50	 45.70	 10.30
42.90	 45.70	 9.40
43.30	 46.20	 8.40
43.80	 46.20	 8.10
43.00	 46.30	 7.80
44.40	 45.60	 6.70
43.20	 46.50	 6.00
43.80	 45.60	 7.00
43.20	 46.30	 5.10
43.00	 46.30	 5.70
44.40	 46.80	 6.10
44.40	 44.80	 6.10
44.20	 45.00	 6.00
45.00	 46.20	 5.70
44.40	 46.00	 4.50
43.60	 45.90	 3.00
43.30	 45.90	 3.10
43.90	 46.50	 1.90
43.50	 47.20	 1.50
44.20	 45.70	 2.20
43.30	 45.30	 1.50
44.70	 45.60	 1.30
45.30	 45.10	 0.60
44.10	 45.60	 -0.10
45.00	 45.40	 -0.40
45.70	 46.20	 -1.60
45.70	 45.40	 -2.70
46.30	 44.40	 -4.60
45.60	 44.20	 -6.00
46.60	 43.20	 -7.80
45.70	 43.60	 -9.30
46.60	 43.60	 -10.00
46.80	 43.00	 -10.60
